URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/specimen-processing-procedure,4.0.1,draft,"2.16.840.1.113883.4.642.3.469",SpecimenProcessingProcedure,Specimen processing procedure,"The technique that is used to perform the process or preserve the specimen.","StructureDefinition/DiagnosticReportNoteSurgicalPathologySpecimen,StructureDefinition/DiagnosticReportNoteCytopathologySpecimen,StructureDefinition/LabObservationMicrobiologyMycobacteriologySpecimen,StructureDefinition/LabObservationChemhemtoxriaserSpecimen,StructureDefinition/LabObservationMicrobiologyParasitologySpecimen,StructureDefinition/DiagnosticReportNoteElectronMicroscopySpecimen,StructureDefinition/LabObservationMicrobiologyVirologySpecimen,StructureDefinition/LabObservationMicrobiologySpecimen,StructureDefinition/LabObservationMicrobiologyMycologySpecimen,StructureDefinition/LabObservationMicrobiologyBacteriologySpecimen","THO (V2)"
http://hl7.org/fhir/ValueSet/specimen-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.471",SpecimenStatus,SpecimenStatus,"Codes providing the status/availability of a specimen.","StructureDefinition/DiagnosticReportNoteSurgicalPathologySpecimen,StructureDefinition/DiagnosticReportNoteCytopathologySpecimen,StructureDefinition/LabObservationMicrobiologyMycobacteriologySpecimen,StructureDefinition/LabObservationChemhemtoxriaserSpecimen,StructureDefinition/LabObservationMicrobiologyParasitologySpecimen,StructureDefinition/DiagnosticReportNoteElectronMicroscopySpecimen,StructureDefinition/LabObservationMicrobiologyVirologySpecimen,StructureDefinition/LabObservationMicrobiologySpecimen,StructureDefinition/LabObservationMicrobiologyMycologySpecimen,StructureDefinition/LabObservationMicrobiologyBacteriologySpecimen","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/substance-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.473",SubstanceCode,Substance Code,"This value set contains concept codes for specific substances. It includes codes from [SNOMED](http://snomed.info/sct) where concept is-a 105590001 (Substance (substance)) and where concept is-a 373873005 (Pharmaceutical / biologic product (product))","StructureDefinition/AllergyIntolerance","SCT"
http://hl7.org/fhir/ValueSet/task-code,4.0.1,active,"2.16.840.1.113883.4.642.3.1396",TaskCode,Task Codes,"Codes indicating the type of action that is expected to be performed","StructureDefinition/MedRefillRequestMHVTask","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/task-intent,4.0.1,draft,"2.16.840.1.113883.4.642.3.1240",TaskIntent,TaskIntent,"Distinguishes whether the task is a proposal, plan or full order.","StructureDefinition/MedRefillRequestMHVTask","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/timing-abbreviation,4.0.1,draft,"2.16.840.1.113883.4.642.3.78",TimingAbbreviation,TimingAbbreviation,"Code for a known / defined timing pattern.","StructureDefinition/MedicationRequestNonVA,StructureDefinition/MedicationRequestPending,StructureDefinition/MedicationRequestUnsigned","THO (V3)"
http://hl7.org/fhir/ValueSet/ucum-vitals-common,4.0.1,draft,"2.16.840.1.113883.4.642.3.955",VitalSignsUnits,Vital Signs Units,"Common UCUM units for recording Vital Signs","StructureDefinition/VitalSignsSpO2,StructureDefinition/VitalSignsBP,StructureDefinition/VitalSigns","UCUM"
http://hl7.org/fhir/ValueSet/udi-entry-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.211",UDIEntryType,UDIEntryType,"Codes to identify how UDI data was entered.","StructureDefinition/ImplantableDeviceProsthesis,StructureDefinition/ImplantableDevice,StructureDefinition/ImplantableDevicePacemaker,StructureDefinition/ImplantableDeviceALead,StructureDefinition/ImplantableDeviceVLead,StructureDefinition/ImplantableDeviceDental,StructureDefinition/ImplantableDeviceTransmitter","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/units-of-time,4.0.1,active,"2.16.840.1.113883.4.642.3.77",UnitsOfTime,UnitsOfTime,"A unit of time (units from UCUM).","StructureDefinition/MedicationRequestNonVA,StructureDefinition/MedicationRequestPending,StructureDefinition/MedicationRequestUnsigned","UCUM"
http://hl7.org/fhir/us/core/ValueSet/detailed-ethnicity,5.0.1,active,,DetailedEthnicity,Detailed ethnicity,"The codes for the concepts 'Unknown', 'Asked but no answer', 'other, and the 41 [CDC ethnicity codes](http://www.cdc.gov/phin/resources/vocabulary/index.html) that are grouped under one of the 2 OMB ethnicity category codes.","StructureDefinition/Patient,StructureDefinition/VAERSPatient",
http://hl7.org/fhir/us/core/ValueSet/detailed-race,5.0.1,active,,DetailedRace,Detailed Race,"The codes for the concepts 'Unknown', 'Asked but no answer', 'other, and the 900+ [CDC Race codes](http://www.cdc.gov/phin/resources/vocabulary/index.html) that are grouped under one of the 5 OMB race category codes.","StructureDefinition/Patient,StructureDefinition/VAERSPatient",
http://hl7.org/fhir/us/core/ValueSet/omb-ethnicity-category,5.0.1,active,,OmbEthnicityCategories,OMB Ethnicity Categories,"The codes for the concepts 'Unknown', 'Asked but no answer', and the ethnicity categories - 'Hispanic or Latino' and 'Not Hispanic or Latino' - as defined by the [OMB Standards for Maintaining, Collecting, and Presenting Federal Data on Race and Ethnicity, Statistical Policy Directive No. 15, as revised, October 30, 1997](https://www.govinfo.gov/content/pkg/FR-1997-10-30/pdf/97-28653.pdf).","StructureDefinition/Patient,StructureDefinition/VAERSPatient",
http://hl7.org/fhir/us/core/ValueSet/omb-race-category,5.0.1,active,"2.16.840.1.113883.4.642.2.575",OmbRaceCategories,OMB Race Categories,"The codes for the concepts 'Unknown', 'Asked but Unknown', 'Other Race'* and the codes for the five race categories - 'American Indian' or 'Alaska Native', 'Asian', 'Black or African American', 'Native Hawaiian or Other Pacific Islander', and 'White' - as defined by the [OMB Standards for Maintaining, Collecting, and Presenting Federal Data on Race and Ethnicity, Statistical Policy Directive No. 15, as revised, October 30, 1997](https://www.govinfo.gov/content/pkg/FR-1997-10-30/pdf/97-28653.pdf)  \* The use of 'Other Race' is discouraged for statistical analysis.","StructureDefinition/Patient,StructureDefinition/VAERSPatient",
http://hl7.org/fhir/us/core/ValueSet/simple-language,5.0.1,active,,LanguageCodesWithLanguageAndOptionallyARegionModifier,Language codes with language and optionally a region modifier,"This value set includes codes from [BCP-47](http://tools.ietf.org/html/bcp47). This value set matches the ONC 2015 Edition LanguageCommunication data element value set within C-CDA to use a 2 character language code if one exists,   and a 3 character code if a 2 character code does not exist. It points back to [RFC 5646](https://tools.ietf.org/html/rfc5646), however only the language codes are required, all other elements are optional.","StructureDefinition/Patient,StructureDefinition/VAERSPatient","hl7.terminology.r4"
http://hl7.org/fhir/us/core/ValueSet/us-core-condition-code,5.0.1,active,,USCoreConditionCodes,US Core Condition Codes,"This describes the problem. Diagnosis/Problem List is broadly defined as a series of brief statements that catalog a patient's medical, nursing, dental, social, preventative and psychiatric events and issues that are relevant to that patient's healthcare (e.g., signs, symptoms, and defined conditions). ICD-10 is appropriate for Diagnosis information, and ICD-9 for historical information.","StructureDefinition/ConditionEncounterDiagnosis,StructureDefinition/ConditionProblem,StructureDefinition/EncounterInpatientCondition","SCT,hl7.terminology.r4"
http://hl7.org/fhir/us/core/ValueSet/us-core-diagnosticreport-category,5.0.1,active,,USCoreDiagnosticReportCategory,US Core Diagnostic Report Category Codes,"The US Core Diagnostic Report Category Value Set is a 'starter set' of categories supported for fetching and Diagnostic Reports and notes.","StructureDefinition/DiagnosticReportNoteElectronMicroscopyDiagnosticReport,StructureDefinition/DiagnosticReportNoteSurgicalPathologyDiagnosticReport,StructureDefinition/DiagnosticReportNoteCytopathologyDiagnosticReport,StructureDefinition/LungCancerScreening","LOINC"
http://hl7.org/fhir/us/core/ValueSet/us-core-diagnosticreport-lab-codes,5.0.1,active,,USCoreDiagnosticReportLabCodes,US Core Diagnostic Report Laboratory Codes,"The Document Type value set includes all LOINC  values whose CLASSTYPE is LABORATORY in the LOINC database","StructureDefinition/LabObservationDiagnosticReport,StructureDefinition/LabObservationMicrobiologyMycologyDiagnosticReport,StructureDefinition/LabObservationMicrobiologyParasitologyDiagnosticReport,StructureDefinition/LabObservationMicrobiologyVirologyDiagnosticReport,StructureDefinition/LabObservationMicrobiologyDiagnosticReport,StructureDefinition/LabObservationChemhemtoxriaserDiagnosticReport,StructureDefinition/LabObservationMicrobiologyBacteriologyDiagnosticReport,StructureDefinition/LabObservationMicrobiologyMycobacteriologyDiagnosticReport","LOINC"
http://hl7.org/fhir/us/core/ValueSet/us-core-diagnosticreport-report-and-note-codes,5.0.1,active,,USCoreNonLaboratoryCodes,US Core Non Laboratory Codes,"Non laboratory LOINC concepts such as codes for observations like vital signs, hemodynamics, intake/output, EKG, obstetric ultrasound, cardiac echo and other clinical observations. The codes selected should represent discrete and narrative diagnostic observations and reports","StructureDefinition/DiagnosticReportNoteElectronMicroscopyDiagnosticReport,StructureDefinition/DiagnosticReportNoteSurgicalPathologyDiagnosticReport,StructureDefinition/ObservationImagingResult,StructureDefinition/DiagnosticReportNoteCytopathologyDiagnosticReport,StructureDefinition/LungCancerScreening,StructureDefinition/ObservationImagingResultEKG,StructureDefinition/ObservationImagingResultRadNuc,StructureDefinition/ObservationImagingResultEcho","LOINC"
http://hl7.org/fhir/us/core/ValueSet/us-core-discharge-disposition,5.0.1,active,,USCoreDischargeDisposition,US Core Discharge Disposition,"[National Uniform Billing Committee](http://www.nubc.org/), manual UB-04, UB form locator 17.","StructureDefinition/EncounterInpatientEncounter,StructureDefinition/EncounterOutpatient","Other"
http://hl7.org/fhir/us/core/ValueSet/us-core-documentreference-category,5.0.1,active,,USCoreDocumentReferenceCategory,US Core DocumentReference Category,"The US Core DocumentReferences Category Value Set is a 'starter set' of categories supported for fetching and storing clinical notes.","StructureDefinition/DocumentReferenceDocumentReference","hl7.fhir.us.core"
http://hl7.org/fhir/us/core/ValueSet/us-core-documentreference-type,5.0.1,active,,USCoreDocumentReferenceType,US Core DocumentReference Type,"The US Core DocumentReference Type Value Set includes all LOINC  values whose SCALE is DOC in the LOINC database and the HL7 v3 Code System NullFlavor concept 'unknown'","StructureDefinition/DocumentReferenceDocumentReference","THO (V3),LOINC"
http://hl7.org/fhir/us/core/ValueSet/us-core-encounter-type,5.0.1,active,,USCoreEncounterType,US Core Encounter Type,"The type of encounter: a specific code indicating type of service provided. This value set includes codes from SNOMED CT decending from the concept 308335008 (Patient encounter procedure (procedure)) and codes from the Current Procedure and Terminology (CPT) found in the following CPT sections: - 99201-99499 E/M - 99500-99600 home health (mainly nonphysician, such as newborn care in home) - 99605-99607 medication management - 98966-98968 non physician telephone services (subscription to AMA Required)","StructureDefinition/EncounterInpatientEncounter,StructureDefinition/EncounterOutpatient","SCT,hl7.terminology.r4"
http://hl7.org/fhir/us/core/ValueSet/us-core-observation-smoking-status-status,5.0.1,active,,USCoreObservationSmokingStatusStatus,US Core Status for Smoking Status Observation,"Codes providing the status of an observation for smoking status. Constrained to `final`and `entered-in-error`.","StructureDefinition/DecisionPrecisionPlusObservationsmoking,StructureDefinition/SmokingStatusObservation","hl7.fhir.r4.core"
http://hl7.org/fhir/us/core/ValueSet/us-core-problem-or-health-concern,5.0.1,active,,USCoreProblemOrHealthConcern,US Core Problem or Health Concern,"Code set for category codes for *US Core Condition Problems and Health Concerns Profile* consisting of the concepts ""problem"" and ""health-concern"".","StructureDefinition/ConditionProblem,StructureDefinition/EncounterInpatientCondition","hl7.fhir.us.core,THO"
http://hl7.org/fhir/us/core/ValueSet/us-core-procedure-code,5.0.1,active,,USCoreProcedureCodes,US Core Procedure Codes,"Concepts from CPT, SNOMED CT, HCPCS Level II Alphanumeric Codes, ICD-10-PCS,CDT and LOINC code systems that can be used to indicate the type of procedure performed.","StructureDefinition/ProcedureRadiology,StructureDefinition/ProcedureSurgeryProcedure,StructureDefinition/ProcedureOutpatient","SCT,LOINC,hl7.terminology.r4"
http://hl7.org/fhir/us/core/ValueSet/us-core-provider-role,5.0.1,active,,USCoreProviderRoleNucc,US Core Provider Role (NUCC),"Provider roles codes which are composed of the NUCC Health Care Provider Taxonomy Code Set classification codes for providers. Only concepts with a classification and no specialization are included.","StructureDefinition/PractitionerRole","Other"
http://hl7.org/fhir/us/core/ValueSet/us-core-smoking-status-observation-codes,5.0.1,active,,USCoreSmokingStatusObservationCodes,US Core Smoking Status Observation Codes,"The US Core Smoking Status Observation Codes Value Set is a 'starter set' of concepts to capture smoking status.","StructureDefinition/DecisionPrecisionPlusObservationsmoking,StructureDefinition/SmokingStatusObservation","LOINC"
http://hl7.org/fhir/us/core/ValueSet/us-core-usps-state,5.0.1,active,"2.16.840.1.113883.4.642.3.40",UspsTwoLetterAlphabeticCodes,USPS Two Letter Alphabetic Codes,"This value set defines two letter USPS alphabetic codes.","StructureDefinition/Patient,StructureDefinition/VAERSPatient,StructureDefinition/ProcedureSurgeryLocationOR,StructureDefinition/Location,StructureDefinition/Practitioner,StructureDefinition/Organization","Other"
http://hl7.org/fhir/us/core/ValueSet/us-core-vital-signs,5.0.1,active,,UsCoreVitalSigns,US Core Vital Signs ValueSet,"The vital sign codes from the base FHIR and US Core Vital Signs.","StructureDefinition/VitalSignsSpO2,StructureDefinition/VitalSignsBP,StructureDefinition/VitalSigns","LOINC"
http://terminology.hl7.org/ValueSet/v2-0092,2.0.0,active,"2.16.840.1.113883.21.40",Hl7VSReAdmissionIndicator,hl7VS-re-admissionIndicator,"Value Set of codes which are used to specify that a patient is being re-admitted to a healthcare facility from which they were discharged, and indicates the circumstances around such re-admission.","StructureDefinition/EncounterInpatientEncounter,StructureDefinition/EncounterOutpatient","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0116,2.0.0,active,"2.16.840.1.113883.21.51",Hl7VSBedStatus,hl7VS-bedStatus,"Value Set of codes that specify the state of a bed in an inpatient setting, and is used to determine if a patient may be assigned to it or not.","StructureDefinition/ProcedureSurgeryLocationOR,StructureDefinition/Location","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0276,2.0.0,active,"2.16.840.1.113883.21.181",Hl7VSAppointmentReasonCodes,hl7VS-appointmentReasonCodes,"Value Set of codes that describe the kind of appointment or the reason why an appointment has been scheduled.","StructureDefinition/Appointment","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0371,2.0.0,active,"2.16.840.1.113883.21.245",Hl7VSAdditivePreservative,hl7VS-additivePreservative,"Concepts specifying any additive introduced to the specimen before or at the time of collection.  These additives may be introduced in order to preserve, maintain or enhance the particular nature or component of the specimen.  Used in Version 2 messaging in the SPM segment.","StructureDefinition/DiagnosticReportNoteSurgicalPathologySpecimen,StructureDefinition/DiagnosticReportNoteCytopathologySpecimen,StructureDefinition/LabObservationMicrobiologyMycobacteriologySpecimen,StructureDefinition/LabObservationChemhemtoxriaserSpecimen,StructureDefinition/LabObservationMicrobiologyParasitologySpecimen,StructureDefinition/DiagnosticReportNoteElectronMicroscopySpecimen,StructureDefinition/LabObservationMicrobiologyVirologySpecimen,StructureDefinition/LabObservationMicrobiologySpecimen,StructureDefinition/LabObservationMicrobiologyMycologySpecimen,StructureDefinition/LabObservationMicrobiologyBacteriologySpecimen","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0487,2.0.0,active,"2.16.840.1.113883.21.327",Hl7VSSpecimenType,hl7VS-specimenType,"Concepts that describe the precise nature of an entity that may be used as the source material for an observation.  This is one of two code systems that are used instead of table 0070 (code system xxxx) which conflated specimen types and specimen collection methods.   Used in Version 2 messaging in the SPM segment.","StructureDefinition/DiagnosticReportNoteSurgicalPathologySpecimen,StructureDefinition/DiagnosticReportNoteCytopathologySpecimen,StructureDefinition/LabObservationMicrobiologyMycobacteriologySpecimen,StructureDefinition/LabObservationChemhemtoxriaserSpecimen,StructureDefinition/LabObservationMicrobiologyParasitologySpecimen,StructureDefinition/DiagnosticReportNoteElectronMicroscopySpecimen,StructureDefinition/LabObservationMicrobiologyVirologySpecimen,StructureDefinition/LabObservationMicrobiologySpecimen,StructureDefinition/LabObservationMicrobiologyMycologySpecimen,StructureDefinition/LabObservationMicrobiologyBacteriologySpecimen","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0493,2.0.0,active,"2.16.840.1.113883.21.333",Hl7VSSpecimenCondition,hl7VS-specimenCondition,"Concepts of modes or states of being that describe the nature of a specimen.  Used in Version 2 messaging in the SPM segment.","StructureDefinition/DiagnosticReportNoteSurgicalPathologySpecimen,StructureDefinition/DiagnosticReportNoteCytopathologySpecimen,StructureDefinition/LabObservationMicrobiologyMycobacteriologySpecimen,StructureDefinition/LabObservationChemhemtoxriaserSpecimen,StructureDefinition/LabObservationMicrobiologyParasitologySpecimen,StructureDefinition/DiagnosticReportNoteElectronMicroscopySpecimen,StructureDefinition/LabObservationMicrobiologyVirologySpecimen,StructureDefinition/LabObservationMicrobiologySpecimen,StructureDefinition/LabObservationMicrobiologyMycologySpecimen,StructureDefinition/LabObservationMicrobiologyBacteriologySpecimen","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-0916,2.0.0,active,"2.16.840.1.113883.21.440",Hl7VSRelevantClincialInformation,hl7VS-relevantClincialInformation,"Value Set of codes that specify additional clinical information about the patient or specimen to report the supporting and/or suspected diagnosis and clinical findings on requests for interpreted diagnostic studies.","StructureDefinition/DiagnosticReportNoteSurgicalPathologySpecimen,StructureDefinition/DiagnosticReportNoteCytopathologySpecimen,StructureDefinition/LabObservationMicrobiologyMycobacteriologySpecimen,StructureDefinition/LabObservationChemhemtoxriaserSpecimen,StructureDefinition/LabObservationMicrobiologyParasitologySpecimen,StructureDefinition/DiagnosticReportNoteElectronMicroscopySpecimen,StructureDefinition/LabObservationMicrobiologyVirologySpecimen,StructureDefinition/LabObservationMicrobiologySpecimen,StructureDefinition/LabObservationMicrobiologyMycologySpecimen,StructureDefinition/LabObservationMicrobiologyBacteriologySpecimen","THO (V2)"
http://terminology.hl7.org/ValueSet/v2-2.7-0360,0360,active,,v2.0360.2.7,v2 table 0360, Version 2.7,"FHIR Value set/code system definition for HL7 v2 table 0360 ver 2.9 ( Degree/License/Certificate)","StructureDefinition/Practitioner","THO (V2)"
http://terminology.hl7.org/ValueSet/v3-ActCode,3.0.0,active,,ActCode,v3 Code System ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.  Constraints:  The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems.  The coding system will depend on the class of Act, such as LOINC for observations, etc. Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure. Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","StructureDefinition/DocumentReferenceDocumentReference","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActEncounterCode,3.0.0,active,"2.16.840.1.113883.1.11.13955",ActEncounterCode,ActEncounterCode,"Domain provides codes that qualify the ActEncounterClass (ENC)","StructureDefinition/EncounterInpatientEncounter,StructureDefinition/EncounterOutpatient","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActPharmacySupplyType,3.0.0,active,"2.16.840.1.113883.1.11.16208",ActPharmacySupplyType,ActPharmacySupplyType,"Identifies types of dispensing events","StructureDefinition/MedicationDispenseRefill,StructureDefinition/MedicationDispensePartial,StructureDefinition/MedicationDispenseOriginal","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActPriority,3.0.0,active,"2.16.840.1.113883.1.11.16866",ActPriority,ActPriority,"A code or set of codes (e.g., for routine, emergency,) specifying the urgency under which the Act happened, can happen, is happening, is intended to happen, or is requested/demanded to happen.    *Discussion:* This attribute is used in orders to indicate the ordered priority, and in event documentation it indicates the actual priority used to perform the act. In definition mood it indicates the available priorities.","StructureDefinition/EncounterInpatientEncounter,StructureDefinition/EncounterOutpatient","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ActSubstanceAdminSubstitutionCode,3.0.0,active,"2.16.840.1.113883.1.11.16621",ActSubstanceAdminSubstitutionCode,ActSubstanceAdminSubstitutionCode,"***No description***","StructureDefinition/MedicationRequestOutpatient,StructureDefinition/MedicationDispenseRefill,StructureDefinition/MedicationRequestNonVA,StructureDefinition/MedicationDispensePartial,StructureDefinition/MedicationRequestPending,StructureDefinition/MedicationRequestUnsigned,StructureDefinition/MedicationDispenseOriginal","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-PurposeOfUse,3.1.0,active,"2.16.840.1.113883.1.11.20448",PurposeOfUse,PurposeOfUse,"Supports communication of purpose of use at a general level.","StructureDefinition/MedRefillRequestMHVProvenancecreate,StructureDefinition/MedRefillRequestMHVProvenancereview","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ServiceDeliveryLocationRoleType,3.0.0,active,"2.16.840.1.113883.1.11.17660",ServiceDeliveryLocationRoleType,ServiceDeliveryLocationRoleType,"A role of a place that further classifies the setting (e.g., accident site, road side, work site, community location) in which services are delivered.","StructureDefinition/LungCancerScreeningDRNA,StructureDefinition/LungCancerScreeningCRNA,StructureDefinition/ProcedureSurgeryLocationOR,StructureDefinition/Location","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-SubstanceAdminSubstitutionReason,3.0.0,active,"2.16.840.1.113883.1.11.19377",SubstanceAdminSubstitutionReason,SubstanceAdminSubstitutionReason,"***No description***","StructureDefinition/MedicationRequestOutpatient,StructureDefinition/MedicationDispenseRefill,StructureDefinition/MedicationRequestNonVA,StructureDefinition/MedicationDispensePartial,StructureDefinition/MedicationRequestPending,StructureDefinition/MedicationRequestUnsigned,StructureDefinition/MedicationDispenseOriginal","THO (V3)"
http://va.gov/fhir/ValueSet/ARBillStatus,1.4.15,active,,ARBillStatus,ARBillStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_ARBillStatus](ConceptMap-VF-ARBillStatus.html)","StructureDefinition/DebtPortalInvoice,ConceptMap/VF-ARBillStatus","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/ARBillStatus-vista,1.4.15,active,,ARBillStatus_VistA,ARBillStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_ARBillStatus](ConceptMap-VF-ARBillStatus.html)","ConceptMap/VF-ARBillStatus","Other"
http://va.gov/fhir/ValueSet/AntibioticSensitivityInterpretation,1.4.15,active,,AntibioticSensitivityInterpretation,AntibioticSensitivityInterpretation FHIR,"FHIR Target ValueSet for Terminology Maps [VF_AntibioticSensitivityInterpretation](ConceptMap-VF-AntibioticSensitivityInterpretation.html)","ConceptMap/VF-AntibioticSensitivityInterpretation,StructureDefinition/LabObservationMicrobiologyBacteriologyObservation","THO (V3)"
http://va.gov/fhir/ValueSet/AntibioticSensitivityInterpretation-vista,1.4.15,active,,AntibioticSensitivityInterpretation_VistA,AntibioticSensitivityInterpretation VistA,"VistA Source ValueSet for Terminology Maps [VF_AntibioticSensitivityInterpretation](ConceptMap-VF-AntibioticSensitivityInterpretation.html)","ConceptMap/VF-AntibioticSensitivityInterpretation","Other"
http://va.gov/fhir/ValueSet/AppointmentCancellationReason,1.4.15,active,,AppointmentCancellationReason,AppointmentCancellationReason FHIR,"FHIR Target ValueSet for Terminology Maps [VF_AppointmentCancellationReason](ConceptMap-VF-AppointmentCancellationReason.html)","StructureDefinition/Appointment,ConceptMap/VF-AppointmentCancellationReason","THO"
http://va.gov/fhir/ValueSet/AppointmentCancellationReason-vista,1.4.15,active,,AppointmentCancellationReason_VistA,AppointmentCancellationReason VistA,"VistA Source ValueSet for Terminology Maps [VF_AppointmentCancellationReason](ConceptMap-VF-AppointmentCancellationReason.html)","ConceptMap/VF-AppointmentCancellationReason","Other"
http://va.gov/fhir/ValueSet/AppointmentStatus,1.4.15,active,,AppointmentStatus,AppointmentStatus FHIR,"FHIR Target ValueSet for Terminology Maps [VF_AppointmentStatus](ConceptMap-VF-AppointmentStatus.html)","StructureDefinition/Appointment,ConceptMap/VF-AppointmentStatus","hl7.fhir.r4.core"
http://va.gov/fhir/ValueSet/AppointmentStatus-vista,1.4.15,active,,AppointmentStatus_VistA,AppointmentStatus VistA,"VistA Source ValueSet for Terminology Maps [VF_AppointmentStatus](ConceptMap-VF-AppointmentStatus.html)","ConceptMap/VF-AppointmentStatus","Other"
http://va.gov/fhir/ValueSet/Boolean,1.4.15,active,,Boolean,Boolean FHIR,"FHIR Target ValueSet for Terminology Maps [VF_Boolean](ConceptMap-VF-Boolean.html)","ConceptMap/VF-Boolean","FHIR"
http://va.gov/fhir/ValueSet/Boolean-vista,1.4.15,active,,Boolean_VistA,Boolean VistA,"VistA Source ValueSet for Terminology Maps [VF_Boolean](ConceptMap-VF-Boolean.html)","ConceptMap/VF-Boolean","Other"
http://va.gov/fhir/ValueSet/CommunicationQualifier,1.4.15,active,,CommunicationQualifier,CommunicationQualifier FHIR,"FHIR Target ValueSet for Terminology Maps [VF_CommunicationQualifier](ConceptMap-VF-CommunicationQualifier.html)","ConceptMap/VF-CommunicationQualifier","Other"
http://va.gov/fhir/ValueSet/CommunicationQualifier-vista,1.4.15,active,,CommunicationQualifier_VistA,CommunicationQualifier VistA,"VistA Source ValueSet for Terminology Maps [VF_CommunicationQualifier](ConceptMap-VF-CommunicationQualifier.html)","ConceptMap/VF-CommunicationQualifier","Other"
http://va.gov/fhir/ValueSet/CoverageRelationship,1.4.15,active,,CoverageRelationship,CoverageRelationship FHIR,"FHIR Target ValueSet for Terminology Maps [VF_CoverageRelationship](ConceptMap-VF-CoverageRelationship.html)","ConceptMap/VF-CoverageRelationship","THO"
http://va.gov/fhir/ValueSet/CoverageRelationship-vista,1.4.15,active,,CoverageRelationship_VistA,CoverageRelationship VistA,"VistA Source ValueSet for Terminology Maps [VF_CoverageRelationship](ConceptMap-VF-CoverageRelationship.html)","ConceptMap/VF-CoverageRelationship","Other"
http://va.gov/fhir/ValueSet/CoverageStatusForce,1.4.15,active,,CoverageStatusForce,CoverageStatusForce FHIR,"FHIR Target ValueSet for Terminology Maps [VF_CoverageStatusForce](ConceptMap-VF-CoverageStatusForce.html)","ConceptMap/VF-CoverageStatusForce","FHIR"
http://va.gov/fhir/ValueSet/CoverageStatusForce-vista,1.4.15,active,,CoverageStatusForce_VistA,CoverageStatusForce VistA,"VistA Source ValueSet for Terminology Maps [VF_CoverageStatusForce](ConceptMap-VF-CoverageStatusForce.html)","ConceptMap/VF-CoverageStatusForce","Other"
http://va.gov/fhir/ValueSet/DPPLungCancerScreening,1.4.15,active,,DPPLungCancerScreening,DPPLungCancerScreening FHIR,"FHIR Target ValueSet for Terminology Maps [VF_DPPLungCancerScreening](ConceptMap-VF-DPPLungCancerScreening.html)","StructureDefinition/DecisionPrecisionPlusObservationsmoking,ConceptMap/VF-DPPLungCancerScreening","SCT,Other"
http://va.gov/fhir/ValueSet/DPPLungCancerScreening-vista,1.4.15,active,,DPPLungCancerScreening_VistA,DPPLungCancerScreening VistA,"VistA Source ValueSet for Terminology Maps [VF_DPPLungCancerScreening](ConceptMap-VF-DPPLungCancerScreening.html)","ConceptMap/VF-DPPLungCancerScreening","Other"
http://va.gov/fhir/ValueSet/DPPLungCancerScreeningDec,1.4.15,active,,DPPLungCancerScreeningDec,DPPLungCancerScreeningDec FHIR,"FHIR Target ValueSet for Terminology Maps [VF_DPPLungCancerScreeningDec](ConceptMap-VF-DPPLungCancerScreeningDec.html)","StructureDefinition/DecisionPrecisionPlusObservationsituation,ConceptMap/VF-DPPLungCancerScreeningDec","SCT"
